Incident ID,Incident Type,Location/Context,Verification,Neighborhood,Date,Time,Description,State Kidnapping?,Agencies Involved,# of Agents,# of Unmarked Police Vehicles,Associated License Plates,Notes,Latitude,Longitude,Month,Date Category,Style Key
INC-044,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,National City Northwest,11-Sep-2025,7:50 AM,"Suspected ICE agent in an unmarked truck and a Tucson Electric Power (TEP) disguise spotted in the Wakefield neighborhood, where ICE agents had impersonated TEP workers in May 2025",Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE) [unconfirmed],1+,1,CWP3089,,32.172235,-110.969667,September 2025,Older than 6 months,Stakeout/Surveillance_Older than 6 months
INC-045,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,Wakefield,6-Oct-2025,12:19 PM,Vehicle stop involving the US Marshals,Attempted Abduction(s) — Unknown Outcome,"US Marshals, possibly other agencies",Unknown,N/A,N/A,,32.179335,-110.977558,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-046,Vehicle Stop,Public Roadway,Confirmed,Cherry Avenue,14-Oct-2025,,Vehicle stop involving ICE. Targeted person and family members were sprayed with chemical agent by ICE officers from a moving vehicle.,No,Immigration and Customs Enforcement (ICE),7+,7,CWP3313; CWW1181; CWS9856,,32.163143,-110.954076,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-047,Stakeout/Surveillance,Residential Area,Confirmed,Flowing Wells,15-Oct-2025,8:47 AM,Unmarked police vehicle previously linked with ICE conducting surveillance at an apartment complex,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Unknown,1,CWP3313,,32.261207,-110.995036,October 2025,91–180 days ago,Stakeout/Surveillance_91–180 days ago
INC-048,Vehicle Stop,Commercial Area,Credible Report But Unconfirmed,Sunset Villa,16-Oct-2025,8:05 PM,Unknown police operation involving multiple unmarked police vehicles,Unknown or Not Applicable,Tucson Police Department (TPD),Unknown,5+,,,32.179733,-110.982325,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-049,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Roger Park,17-Oct-2025,1:21 PM,Three unmarked police vehicles staking out an apartment complex that has been targeted by ICE on other occasions,Attempted Abduction(s) — Unknown Outcome,Unknown,3+,3,,,32.279253,-110.978159,October 2025,91–180 days ago,Stakeout/Surveillance_91–180 days ago
INC-050,Raid,Residential Area,Confirmed,Barrio Hollywood,21-Oct-2025,6:52 AM,Large multi-agency operation at a private residence,Abduction(s) Occurred,"U.S. Customs and Border Protection (CBP), Drug Enforcement Administration (DEA), Arizona Department of Public Safety (AZDPS), Tucson Police Department (TPD) (including the SWAT team)",,11+,CM59643; CM56881; NZA9KW; CWL6422; CWW1023; CAA18V; CWS9750; S7A 0W2; CTN4394; CWP3428,,32.232598,-110.999534,October 2025,91–180 days ago,Raid_91–180 days ago
INC-051,Aerial Surveillance (Aircraft),Residential Area,Confirmed,Barrio Hollywood,21-Oct-2025,6:52 AM,CBP helicopter flying a surveillance operation over a neighborhood as part of a large multi-agency raid at a private residence,Abduction(s) Occurred,U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,Identified as a CBP aircraft based on its livery and origin/destination airports. See its flight path here: https://globe.adsbexchange.com/?icao=~2685de&lat=32.267&lon=-111.079&zoom=11.3&showTrace=2025-10-21,32.23215,-111.001881,October 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-052,Vehicle Stop,PubIic Roadway: Highway,Confirmed,Flowing Wells,21-Oct-2025,4:10 PM,"Vehicle stop on the side of an Interstate I-10 involving multiple unknown agents in plain clothes, at least one of whom was masked. Multiple people detained, unknown whether anyone was taken. Arizona Department of Public Safety (AZDPS) vehicles with police lights on were posted at the closest on- and off-ramps.",Attempted Abduction(s) — Unknown Outcome,"Arizona Department of Public Safety (AZDPS), possibly Immigration and Customs Enforcement (ICE) and/or other agencies",2+,5-6,,,32.289101,-111.025450,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-053,Raid,Residential Area,Confirmed,Copper Vista,22-Oct-2025,2:18 PM,"Multi-agency operation at a private residence conducted by multiple agents in plain clothes, tactical vests, and face masks. Some agents wearing tactical vests saying ""DEA"", others wearing vests without identification. ICE and/or other agencies may have been involved.",Abduction(s) Occurred,"Drug Enforcement Administration (DEA), possibly Immigration and Customs Enforcement (ICE) and/or other agencies",7+,7,CWW1505; CWP3372; CWP3274; CWS9940; Unknown (CWG4407?); Unknown (CWW1164?),,32.141324,-110.952070,October 2025,91–180 days ago,Raid_91–180 days ago
INC-054,Vehicle Stop,Public Roadway,Confirmed,Speedway and Silverbell,22-Oct-2025,5:05 PM,"Vehicle stop conducted by at least 5 officers in three unmarked vehicles. At least three of the officers were wearing tactical vests over plain clothes, but refused to provide ID and threatened a community member documenting the incident. One man was arrested and taken, leaving his empty vehicle behind.",Abduction(s) Occurred,Unknown,5+,3,CWS9945; CWS9933; CWW1548,,32.235178,-111.007531,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-055,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,Casitas del Sol,22-Oct-2025,7:18 PM,Credible but unconfirmed report of a vehicle stop conducted by ICE agents in which two people were abducted,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE) [unconfirmed],2+,1+,,,32.15937,-111.007128,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-056,Unknown/Other,Unknown/Other,Credible Report But Unconfirmed,Barrio Santa Rosa,23-Oct-2025,12:10 PM,Report of Tucson PD and at least one unmarked police vehicle in the area. Observers confirmed TPD vehicles in the area but no operation or unmarked police vehicles observed.,Unknown or Not Applicable,"Tucson Police Department (TPD), Immigration and Customs Enforcement (ICE) [unconfirmed]",Unknown,1,,,32.206784,-110.974643,October 2025,91–180 days ago,Unknown/Other_91–180 days ago
INC-057,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,Speedway and Silverbell,23-Oct-2025,,Report of suspected ICE officers conducting vehicle stops in the area,Attempted Abduction(s) — Unknown Outcome,Unknown,Unknown,1+,,,32.235193,-111.007750,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-058,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,Casas Adobes,23-Oct-2025,1:20 PM,DHS/CBP surveillance plane N674TC flying a surveillance operation over neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,"This aircraft was flying without identifying itself with ADS-B but was identified as N674TC based on livery, visible equipment, and origin/destination airport.",32.337556,-111.046928,October 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-059,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"San Ignacio Yaqui, Bronx Park, Barrio Blue Moon, etc",23-Oct-2025,1:30 PM,DHS/CBP surveillance plane N674TC flying a surveillance operation over neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.25021,-110.978071,October 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-060,Stakeout/Surveillance,Commercial Area,Confirmed,South Park (Tucson Marketplace),23-Oct-2025,1:48 PM,Unmarked police vehicles (consistent with vehicle types often used by the U.S. Border Patrol and other agencies) documented in a Walmart parking lot. Could not confirm police agency or other details.,Attempted Abduction(s) — Unknown Outcome,Unknown,Unknown,3,,,32.18656,-110.954221,October 2025,91–180 days ago,Stakeout/Surveillance_91–180 days ago
INC-061,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Coronado Heights, Keeling, Amphi, etc",23-Oct-2025,1:49 PM,DHS/CBP surveillance plane N51824 flying a surveillance operation over neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.261222,-110.974197,October 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-062,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"South Park, South Tucson, Santa Rita Park, etc",23-Oct-2025,2:25 PM,DHS/CBP surveillance plane N674TC flying a surveillance operation over neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.201714,-110.952163,October 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-063,Unknown/Other,Public Roadway,Confirmed,University of Arizona,23-Oct-2025,3:18 PM,Sighting of unmarked vehicle with masked agent inside,Unknown or Not Applicable,Unknown,1+,1,14A 3SH,,32.2338,-110.956442,October 2025,91–180 days ago,Unknown/Other_91–180 days ago
INC-064,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Sugar Hill, Jefferson Park, Ocotillo Oracle, etc",23-Oct-2025,5:14 PM,"CBP helicopter flying a surveillance operation over Sugar Hill, Jefferson Park, and surrounding neighborhoods",Unknown or Not Applicable,U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.250345,-110.961070,October 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-065,Vehicle Stop,Public Roadway,Confirmed,Santa Cruz Southwest,23-Oct-2025,6:40 PM,Vehicle stop involving the U.S. Border Patrol,Attempted Abduction(s) — Unknown Outcome,U.S. Border Patrol,,N/A,N/A,,32.177764,-111.003825,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-066,Vehicle Stop,PubIic Roadway: Highway,Confirmed,Marana (near Vanderbilt),26-Oct-2025,5:10 PM,Vehicle stop involving the U.S. Border Patrol and another unknown police agency,Abduction(s) Occurred,"U.S. Border Patrol, other unkown police agency",,N/A,N/A,,32.443728,-111.190084,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-067,Aerial Surveillance (Aircraft),Residential Area,Confirmed,Chattman's,28-Oct-2025,6:06 AM,DHS/CBP helicopter N370SR flying a surveillance operation in support of a large operation involving ICE/HSI targeting a private residence,Attempted Abduction(s) — Unknown Outcome,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.20269,-110.963665,October 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-068,Raid,Residential Area,Confirmed,Chattman's,28-Oct-2025,7:23 AM,Multi-agency police operation involving ICE/HSI targeting a private residence.,Attempted Abduction(s) — Unknown Outcome,"Immigration and Customs Enforcement (ICE) / Homeland Security Investigations (HSI) [part of ICE], Department of Homeland Security (DHS), US Marshals, South Tucson PD",15+,16,,,32.202671,-110.963860,October 2025,91–180 days ago,Raid_91–180 days ago
INC-069,Vehicle Stop,Commercial Area,Confirmed,Airport Commerce Center,28-Oct-2025,,"Vehicle stop involving ICE/HSI. ICE agents in plain clothes with tactical vests detained and abducted a man in a Walmart parking lot, leaving the abducted person's empty, ""ghost"" vehicle in the parking lot afterward.",Abduction(s) Occurred,Immigration and Customs Enforcement (ICE) / Homeland Security Investigations (HSI) [part of ICE],3+,N/A,N/A,,32.147382,-110.934627,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-070,Gathering/Staging,Commercial Area,Credible Report But Unconfirmed,Flowing Wells,28-Oct-2025,11:38 AM,Multiple unmarked police vehicles and armed agents staging in a vacant parking lot. At least one agent reportedly showed a US Marshals badge to a witness,Attempted Abduction(s) — Unknown Outcome,US Marshals,7-10+,7-10,,,32.271799,-110.994674,October 2025,91–180 days ago,Gathering/Staging_91–180 days ago
INC-071,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,"Westside Development, Santa Cruz Southwest",31-Oct-2025,6:24 AM,Vehicle stop involving ICE,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE) [unconfirmed],Unknown,,,,32.177948,-111.011628,October 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-072,Gathering/Staging,Commercial Area,Confirmed,Sunnyslope,3-Nov-2025,9:42 AM,Multiple unmarked police vehicles and agents in plain clothes staging for an unknown operation,Unknown or Not Applicable,Unknown,7-8,5-6,NDA 7CB; AZY8747; DXD-T83 (CO),,32.365351,-110.969637,November 2025,91–180 days ago,Gathering/Staging_91–180 days ago
INC-073,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"South Tucson, Wakefield, etc",5-Nov-2025,11:57 AM,DHS/CBP helicopter N370SR flying a surveillance operation over South Tucson and surrounding neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.192438,-110.966873,November 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-074,Vehicle Stop,Commercial Area,Confirmed,Downtown,5-Nov-2025,7:00 AM,Vehicle stop conducted by ICE in which one person was kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),Unknown,1+,,,32.221312,-110.979302,November 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-075,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Kino Gateway, Cherry Avenue, etc",5-Nov-2025,1:52 PM,DHS/CBP helicopter N370SR flying a surveillance operation over South Tucson and surrounding neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.163273,-110.941319,November 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-076,Vehicle Stop,Residential Area,Confirmed,Bentley Parke MHC,8-Nov-2025,10:57 AM,Vehicle stop conducted by ICE/HSI agents who followed the vehicle home from a Walmart parking lot. Two people kidnapped.,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE) / Homeland Security Investigations (HSI) [part of ICE],4+,1+,,,32.152438,-110.924202,November 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-077,Raid,Residential Area,Confirmed,"Adelanto, Barrio Blue Moon",19-Nov-2025,12:52 PM,Multi-agency police operation involving ICE/HSI targeting a private residence,Abduction(s) Occurred,ICE/HSI; Bureau of Indian Affairs Office of Justice Services; Pascua Yaqui Police Department,,,,,32.244877,-110.982214,November 2025,91–180 days ago,Raid_91–180 days ago
INC-078,Vehicle Stop,Public Roadway,Confirmed,Alvernon Corners Industrial Center,22-Nov-2025,6:51 PM,Vehicle stop conducted by at least three marked Border Patrol vehicles,Attempted Abduction(s) — Unknown Outcome,U.S. Border Patrol,3+,N/A,N/A,,32.175545,-110.910711,November 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-079,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Tierra Vista, Intl. Business Center, etc",4-Dec-2025,10:19 PM,DHS/CBP helicopter N370SR flying a surveillance operation over Tierra Vista  and surrounding neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.142296,-110.917731,December 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-080,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Summit, Southlands West, etc",4-Dec-2025,12:31 PM,DHS/CBP helicopter N370SR flying a surveillance operation over Summit and the surrounding area,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.067281,-110.932623,December 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-081,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"South Park, South Tucson, etc",4-Dec-2025,4:23 PM,"A DHS/CBP helicopter, flying without broadcasting its identification via Mode S/ADS-B but identified through visual observation and photographs, flying a surveillance or support operation over South Park, South Tucson, and surrounfing neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.192386,-110.948318,December 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-082,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Drexel Heights, Mountainside Village, etc",9-Dec-2025,11:13 AM,"DHS/CBP surveillance plane (likely N674TC, but possibly N51824) flying a surveillance mission over Drexel Heights and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.137513,-111.037288,December 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-083,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"South Tucson, Rose, etc",9-Dec-2025,11:47 AM,"DHS/CBP surveillance plane (likely N674TC, but possibly N51824) flying a surveillance mission over multiple neighborhoods on the South Side",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.183747,-110.968301,December 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-084,Raid,Workplace or Business,Confirmed,Miracle Manor,10-Dec-2025,,"Large, multiagency raid of a trucking company led by ICE/HSI",Abduction(s) Occurred,Immigration and Customs Enforcement (ICE) / Homeland Security Investigations (HSI) [part of ICE],30+,21+,,,32.261087,-110.992145,December 2025,91–180 days ago,Raid_91–180 days ago
INC-085,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"South Park, South Tucson, Fairgrounds, etc",12-Dec-2025,11:37 AM,DHS/CBP surveillance plane (either N674TC or N51824) flying a surveillance operation over neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),1 at least,N/A,N/A,,32.187104,-110.956146,December 2025,91–180 days ago,Aerial Surveillance (Aircraft)_91–180 days ago
INC-086,Stakeout/Surveillance,Commercial Area,Confirmed,South Park (Tucson Marketplace),12-Dec-2025,2:50 PM,"Suspected ICE or other federal agent(s) conducting a stake/surveillance in a Walmart parking lot. No enforcement action observer, however.",Attempted Abduction(s) — Unknown Outcome,Unknown (likely Immigration and Customs Enforcement [ICE]),1-3+,2,CWP3274; CMG7834,,32.186083,-110.951456,December 2025,91–180 days ago,Stakeout/Surveillance_91–180 days ago
INC-087,Vehicle Stop,Residential Area,Credible Report But Unconfirmed,Drexel Park,15-Dec-2025,8:30 AM,Unconfirmed report of ICE agents in tactical vests conducting vehicle stops after following people from an apartment complex. At least one person reportedly detained and kidnapped.,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE) [unconfirmed[,10+ (reported),2+,,,32.148597,-110.956130,December 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-088,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,Las Vistas,16-Dec-2025,11:54 AM,Vehicle stop conducted by unknown agents in two unmarked black SUVs. Witness reported two people were detained and kidnapped,Abduction(s) Occurred,Unknown,2+,2+,,,32.19101,-110.926500,December 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-089,Vehicle Stop,Public Roadway,Confirmed,"Sunnyside, Southland Park",19-Dec-2025,,Vehicle stop conducted by at least two ICE agents in an unmarked vehicle. One person was detained and kidnapped from a work truck,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),2,1,CWS9801,,32.141316,-110.961616,December 2025,91–180 days ago,Vehicle Stop_91–180 days ago
INC-090,Vehicle Stop,Public Park,Credible Report But Unconfirmed,Flowing Wells,29-Dec-2025,11:46 AM,Vehicle stop conducted by at least 4 ICE agents in two unmarked cars. A man in a work truck was detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),4 (reported),2,,,32.268226,-110.987119,December 2025,61–90 days ago,Vehicle Stop_61–90 days ago
INC-091,Vehicle Stop,Public Roadway,Confirmed,South Park,31-Dec-2025,9:29 AM,Vehicle stop conducted by at least two ICE agents in an unmarked vehicle. At least one person detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),2+,1,,,32.199671,-110.955845,December 2025,61–90 days ago,Vehicle Stop_61–90 days ago
INC-092,Vehicle Stop,Residential Area,Credible Report But Unconfirmed,Bravo Park Lane,7-Jan-2026,11:57 AM,"Suspected ICE agents in unmarked cars followed a couple in their vehicle to an apartment complex. The people being targeted made it inside safely, but the unmarked vehicles were still prowling around outside when Rapid Response Observers arrived",Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),2+,2,,,32.163162,-110.953069,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-093,Gathering/Staging,School,Credible Report But Unconfirmed,Sunnyside,8-Jan-2026,3:26 PM,"Staging for a large operation involving the Arizona Department of Public Safety (AZDPS)'s Gang Intelligence Team Enforcement Mission (GIITEM), sometimes also called the State Gang Task Force, a multi-agency task force led by AZDPS that includes federal (including ICE), state, county, and local police agencies. It is not known if ICE or another DHS agency was involved in this operation specifically",Unknown or Not Applicable,"Arizona Department of Public Safety (AZDPS), including the Gang Intelligence Team Enforcement Mission (GIITEM), sometimes also called the State Gang Task Force, a multi-agency task force led by AZDPS that includes federal (including ICE), state, county, and local police agencies",Many,21+,CWL6600; CWP3187; CK71052; CWL6552; CM59743; CWG4444; CM59938; CM57209; CWN3745; 8PA 5DE; CM59998; CM59590; CWL6576; WEA 19E; CM57052; ENA 3NR,,32.147355,-110.990639,January 2026,61–90 days ago,Gathering/Staging_61–90 days ago
INC-094,Stakeout/Surveillance,Residential Area,Confirmed,Drexel Park,9-Jan-2026,1:47 PM,Surveillance of a residence/person by agents in unmarked vehicles,No,"Immigration and Customs Enforcement (ICE), US Marshals, US Border Patrol, Oro Valley PD. All inolved in operation, unsure of which involved this day",,1+,,,32.155996,-110.960439,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-095,Vehicle Stop,Commercial Area,Confirmed,Wakefield,11-Jan-2026,8:16 AM,Vehicle stop in a grocery store parking lot conducted by at least four ICE agents. At least one person was kidnapped.,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),4+,2,CTN4125,,32.186112,-110.969634,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-096,Vehicle Stop,Commercial Area,Confirmed,Amphi,12-Jan-2026,11:32 AM,"Vehicle stop conducted by ICE agents targeting two vehicles. One person was kidnapped, another was detained but released",Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),2+,1,,,32.272503,-110.977807,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-097,Stakeout/Surveillance,Residential Area,Confirmed,Drexel Park,12-Jan-2026,11:40 AM,Multiple unmarked vehicles conducting surveillance in a neighborhood. Targeted person had been followed to work on a previous day,No,"Immigration and Customs Enforcement (ICE), US Marshals. US Border Patrol and Oro Valley PD also involved in this operation",4+,4+,CWW1873; CWN3804; CPH4705; CWD1071,,32.156205,-110.960552,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-098,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Los Ranchitos,12-Jan-2026,12:25 PM,Unknown agents knocking on doors at an apartment complex,Attempted Abduction(s) — Unknown Outcome,Unknown,Unknown,N/A,N/A,,32.14128,-110.943455,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-099,Stakeout/Surveillance,Commercial Area,Confirmed,Cherry Avenue,12-Jan-2026,3:37 PM,ICE agents in unmarked vehicles hunting in a shopping center/grocery parking lot,No,,2+,4,CM59515; CWL6184; CML8455; CM59586,,32.162017,-110.941821,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-100,Aerial Surveillance (Aircraft),Unknown/Other,Credible Report But Unconfirmed,"Barrio Santa Cruz, Sunset Villa, etc",13-Jan-2026,10:58 AM,"Surveillance plane, likely N51824 (but could not confirm), flying an operation over Barrio Santa Cruz, Sunset Villa, and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.199529,-110.985296,January 2026,61–90 days ago,Aerial Surveillance (Aircraft)_61–90 days ago
INC-101,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Rillito Park, Tucson Mall, Limberlost, etc",13-Jan-2026,11:14 AM,"DHS/CBP surveillance plane N674TC flying a surveillance operation over Rillito Park, Tucson Mall, Limberlost, and surrounding neighborhoods.",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.286472,-110.977532,January 2026,61–90 days ago,Aerial Surveillance (Aircraft)_61–90 days ago
INC-102,Vehicle Stop,PubIic Roadway: Highway,Confirmed,Flowing Wells,13-Jan-2026,,Vehicle stop on highway conducted by Border Patrol,Attempted Abduction(s) — Unknown Outcome,U.S. Border Patrol,2+,N/A,N/A,,32.283333,-111.019972,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-103,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,"West University, Feldman's",14-Jan-2026,7:55 AM,Report of vehicle stop conducted by at least one ICE/HSI agent in a tactical vest. One person was reportedly detained and kidnapped.,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE) / Homeland Security Investigations (HSI) [part of ICE],1+ (reported),N/A,N/A,,32.235936,-110.962611,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-104,Stakeout/Surveillance,Residential Area,Confirmed,"Linden Terrace, El Cortez",14-Jan-2026,9:28 AM,ICE/HSI agents and possibly officers from other agencies surveilling an apartment complex,No,"Immigration and Customs Enforcement (ICE) / Homeland Security Investigations (HSI) [part of ICE], possibly other agencies",5+,5 (reported),CWP3465; CTN4417; VUW-954-C (Sonora plate),,32.245672,-110.961042,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-105,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Prince Tucson, Richland Heights East, etc",15-Jan-2026,8:16 AM,"DHS/CBP surveillance plane, either N674TC or N51824, flying a surveillance operation over Prince Tucson, Richland Heights East, and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.277677,-110.935318,January 2026,61–90 days ago,Aerial Surveillance (Aircraft)_61–90 days ago
INC-106,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Tres Pueblos, Cherry Avenue, etc",15-Jan-2026,9:24 AM,"DHS/CBP surveillance plane, either N674TC or N51824, flying a surveillance operation over Tres Pueblos, Cherry Avenue, and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.144674,-110.939535,January 2026,61–90 days ago,Aerial Surveillance (Aircraft)_61–90 days ago
INC-107,Stakeout/Surveillance,Residential Area,Confirmed,Drexel Park,15-Jan-2026,9:55 AM,Unmarked vehicles conducting surveillance of a residence/person,Abduction(s) Occurred,US Marshals; U.S. Border Patrol (including the BORTAC tactical unit); Oro Valley PD (at least one K-9 unit) all involved in the raid later this day that was connected to this surveillance. Immigration and Customs Enforcement (ICE) was reportedly involved after the person had been arrested.,2-3+ (more later),2-3,,,32.156603,-110.961404,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-108,Raid,Residential Area,Confirmed,Tres Pueblos,15-Jan-2026,11:08 AM,"Large multi-agency raid involving the US Marshals, U.S. Border Patrol (particularly the BORTAC tactical unit), and Oro Valley PD (at least one K-9 officer) targeting an individual in a private residence. One person was detained and kidnapped",Abduction(s) Occurred,US Marshals; U.S. Border Patrol (including the BORTAC tactical unit); Oro Valley PD (at least one K-9 unit). Immigration and Customs Enforcement (ICE) was reportedly involved after the person had been arrested,Many,13+,TDA 11B; CWW1227; CWL6307; CG-72974; 3GA 7JB; CND5573; CPH4950; T71 9MH; CWW1460; BNV1684; BND7129; CM58082,,32.145285,-110.942377,January 2026,61–90 days ago,Raid_61–90 days ago
